,utility,fairness,min_utility,objective,variance,beta,base_beta
0,1234.34,-264.8316561773781,0.0,1234.34,32728.795400000006,0.0,0.0
1,1243.44,-238.44002907887585,0.06,946.611872,29682.812800000003,0.01,0.01
2,1121.2,-25.174828463452997,65.36,974.1834600000001,2940.3307999999997,0.04999999999999999,0.04999999999999999
3,1083.02,-51.69208798099199,49.34,541.0837399999999,5419.362599999999,0.09999999999999998,0.09999999999999998
4,1095.26,-28.010815859522836,58.34,481.88051999999993,3066.8974,0.19999999999999996,0.19999999999999996
5,1065.86,-1.0144384584282862,100.78,1025.4333000000001,80.85340000000001,0.5,0.5
6,717.96,-5.7098714757696065,55.74,548.5028800000001,242.08160000000004,0.7000000000000002,0.7000000000000002
7,897.14,-1.1616966219392497,74.44,791.177,105.96300000000001,1.0,1.0
8,835.08,-3.5554830112304114,68.0,294.232,270.42400000000004,2.0,2.0
9,851.18,-2.2906045136114224,72.78,-109.72299999999997,192.18060000000003,5.0,5.0
10,686.44,-14.842648454189106,38.64,-9891.116000000002,1057.7556,10.0,10.0
