,utility,fairness,min_utility,objective,variance,beta,base_beta
0,1244.18,-283.96960100709015,0.0,890.745038,35343.496199999994,0.01,0.01
1,1254.86,-289.2274537330745,0.0,528.82454,36301.773,0.02,0.02
2,1139.2,-248.56172562209568,0.18,284.206972,28499.767600000003,0.03,0.03
3,1151.3,-172.34257158720146,0.46,344.3242159999999,20174.3946,0.04,0.04
4,1102.42,-24.182458524796157,28.48,968.9428300000001,2669.5434000000005,0.04999999999999999,0.04999999999999999
5,1149.86,-8.442573086627355,73.04,1052.7269800000001,971.3302,0.09999999999999998,0.09999999999999998
6,1117.12,-0.6828845835740261,102.92,1101.8216,76.492,0.19999999999999996,0.19999999999999996
7,1150.48,-0.46424372303490213,103.92,1134.52252,53.1916,0.30000000000000004,0.30000000000000004
8,1095.5,-0.012511396951976797,108.36,1094.9949600000002,1.2626,0.3999999999999999,0.3999999999999999
9,1106.96,-0.1675048731123988,105.64,1097.8574,18.2052,0.5,0.5
10,1111.0,-0.008858984094406502,109.88,1110.0272,0.9728,1.0,1.0
11,903.18,-0.06625847182407223,85.68,897.093942,6.0258,1.0099999999999998,1.0099999999999998
12,821.38,-0.016701862854630226,80.34,814.6109999999999,1.3537999999999997,5.0,5.0
13,447.68,-0.043036059846542546,42.78,429.58399999999995,1.8095999999999999,10.0,10.0
