,utility,fairness,min_utility,objective,variance,beta,base_beta
0,1218.86,-263.36745156650323,0.0,897.4253819999999,32143.4618,0.01,0.01
1,952.42,-103.27208440932799,17.54,739.745284,10633.7358,0.02,0.02
2,839.8,-44.61915628191596,23.42,724.4520879999999,3844.9304,0.03,0.03
3,835.6,-59.682825422819185,7.44,631.1653120000001,5110.867200000001,0.04,0.04
4,1055.64,-2.495326330204625,87.2,1042.77368,257.32640000000004,0.04999999999999999,0.04999999999999999
5,1122.06,-5.20728489180216,82.86,1062.8612600000001,591.9874000000001,0.09999999999999998,0.09999999999999998
6,1093.02,-3.8090755207090012,74.82,1009.5938799999998,417.1305999999999,0.19999999999999996,0.19999999999999996
7,1106.46,-1.5783038612486258,91.58,1054.7360999999999,172.41299999999998,0.30000000000000004,0.30000000000000004
8,1059.84,-0.12888988730070194,102.88,1054.6784,12.904000000000002,0.3999999999999999,0.3999999999999999
9,1087.6,-0.03095558461613403,106.16,1086.0118,3.1763999999999997,0.5,0.5
10,875.1,-0.03295403337962627,85.18,872.2530000000002,2.8470000000000004,1.0,1.0
11,907.58,-0.2003136943499061,85.32,889.967014,17.438599999999997,1.0099999999999998,1.0099999999999998
12,752.08,-0.03133427255569996,73.02,740.6679999999999,2.2824,5.0,5.0
13,623.88,-0.04183230422337217,60.02,598.216,2.5664,10.0,10.0
